Date Time,p (mbar),T (degC),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
14.10.2016 08:00:00,987.23,5.81,4.32,90.1,9.24,8.32,0.91,5.26,8.43,1228.87,2.05,2.88,32.75
14.10.2016 09:00:00,987.6,6.8,4.77,86.8,9.89,8.59,1.31,5.43,8.69,1224.84,1.01,1.86,181.6
14.10.2016 10:00:00,987.16,7.94,5.29,83.3,10.69,8.91,1.79,5.63,9.02,1219.19,0.81,2.36,58.84
14.10.2016 11:00:00,986.66,9.91,5.23,72.6,12.22,8.87,3.35,5.61,8.99,1210.11,3.0,4.28,139.6
14.10.2016 12:00:00,986.48,10.62,5.51,70.6,12.81,9.05,3.77,5.72,9.17,1206.78,2.73,5.01,122.7
14.10.2016 13:00:00,985.33,11.5,5.75,67.69,13.59,9.2,4.39,5.83,9.33,1201.57,3.79,7.05,66.94
14.10.2016 14:00:00,985.07,12.49,6.15,65.19,14.5,9.46,5.05,5.99,9.6,1196.97,3.12,5.17,78.5
14.10.2016 15:00:00,985.01,12.4,6.61,67.69,14.42,9.76,4.66,6.19,9.91,1197.13,2.66,4.73,97.1
14.10.2016 16:00:00,984.03,12.03,7.01,71.3,14.07,10.03,4.04,6.37,10.2,1197.36,3.52,5.29,56.64
14.10.2016 17:00:00,984.52,11.26,7.0,75.0,13.37,10.03,3.34,6.36,10.19,1201.21,2.25,3.28,74.6
14.10.2016 18:00:00,984.48,10.14,6.69,79.1,12.41,9.82,2.59,6.23,9.97,1206.01,1.89,3.36,84.8
14.10.2016 19:00:00,983.0,8.93,6.29,83.5,11.44,9.55,1.89,6.07,9.72,1209.47,2.5,3.64,46.45
14.10.2016 20:00:00,983.63,8.39,6.21,86.1,11.03,9.49,1.53,6.03,9.65,1212.6,0.95,1.64,78.2
14.10.2016 21:00:00,983.34,7.74,5.87,87.9,10.55,9.27,1.28,5.89,9.43,1215.15,0.76,1.7,55.92
14.10.2016 22:00:00,982.84,7.3,5.58,88.8,10.24,9.09,1.15,5.77,9.25,1216.52,0.57,1.36,49.68
14.10.2016 23:00:00,982.46,6.76,5.44,91.3,9.86,9.0,0.86,5.72,9.16,1218.45,1.16,2.44,259.1
15.10.2016 00:00:00,981.97,6.41,5.21,92.0,9.63,8.86,0.77,5.63,9.02,1219.43,1.1,2.12,354.3
15.10.2016 01:00:00,981.8,6.21,5.26,93.6,9.49,8.89,0.61,5.65,9.05,1220.07,0.79,1.56,264.2
15.10.2016 02:00:00,981.87,6.4,5.24,92.3,9.62,8.88,0.74,5.64,9.04,1219.34,0.61,1.0,351.8
15.10.2016 03:00:00,981.77,6.26,5.08,92.1,9.53,8.78,0.75,5.58,8.94,1219.85,0.46,1.3,358.0
15.10.2016 04:00:00,982.02,6.21,5.26,93.6,9.49,8.89,0.61,5.65,9.05,1220.35,0.26,0.52,286.3
15.10.2016 05:00:00,982.37,5.83,4.9,93.7,9.25,8.67,0.58,5.51,8.82,1222.54,0.26,0.52,327.1
15.10.2016 06:00:00,982.72,5.93,5.18,94.9,9.31,8.84,0.47,5.61,8.99,1222.47,0.45,1.04,230.9
15.10.2016 07:00:00,983.22,6.11,5.51,95.9,9.43,9.05,0.39,5.74,9.2,1222.18,1.17,1.84,221.3
15.10.2016 08:00:00,983.78,6.59,5.67,93.8,9.75,9.14,0.6,5.8,9.29,1220.75,1.17,1.96,128.0
15.10.2016 09:00:00,984.45,7.95,6.56,90.9,10.7,9.73,0.97,6.17,9.88,1215.41,0.89,1.84,189.4
15.10.2016 10:00:00,985.36,10.18,7.83,85.3,12.44,10.61,1.83,6.73,10.77,1206.55,0.67,2.06,304.9
15.10.2016 11:00:00,985.83,12.73,9.04,78.2,14.74,11.52,3.21,7.3,11.69,1195.94,1.2,2.3,103.9
15.10.2016 12:00:00,986.56,15.11,10.15,72.2,17.2,12.42,4.78,7.87,12.59,1186.54,0.82,1.32,132.4
15.10.2016 13:00:00,987.18,16.48,10.31,66.87,18.78,12.56,6.22,7.95,12.72,1181.61,4.42,7.33,216.4
15.10.2016 14:00:00,987.8,16.41,10.0,65.79,18.69,12.3,6.39,7.78,12.45,1182.76,6.55,9.97,208.8
15.10.2016 15:00:00,988.32,15.62,9.95,68.93,17.77,12.25,5.52,7.75,12.4,1186.64,2.57,4.24,219.7
15.10.2016 16:00:00,989.09,14.83,9.92,72.4,16.89,12.23,4.66,7.73,12.36,1190.84,2.15,4.86,246.4
15.10.2016 17:00:00,989.66,14.27,9.81,74.5,16.29,12.14,4.15,7.66,12.26,1193.89,1.38,2.28,214.5
15.10.2016 18:00:00,990.46,12.79,9.32,79.4,14.79,11.75,3.05,7.41,11.86,1201.23,1.69,2.08,236.0
15.10.2016 19:00:00,991.21,12.46,9.19,80.4,14.48,11.64,2.84,7.34,11.74,1203.58,2.54,3.06,251.6
15.10.2016 20:00:00,991.64,11.77,9.2,84.2,13.83,11.65,2.19,7.34,11.74,1207.01,1.38,1.74,205.7
15.10.2016 21:00:00,992.16,11.07,9.25,88.5,13.2,11.69,1.52,7.36,11.78,1210.61,0.89,1.92,187.8
15.10.2016 22:00:00,992.45,11.05,9.34,89.2,13.19,11.76,1.42,7.41,11.85,1211.01,0.71,1.38,220.6
15.10.2016 23:00:00,992.84,11.05,9.38,89.4,13.19,11.79,1.4,7.42,11.87,1211.48,0.74,1.24,231.7
16.10.2016 00:00:00,993.25,11.01,9.37,89.6,13.15,11.78,1.37,7.41,11.86,1212.16,0.92,1.58,145.2
16.10.2016 01:00:00,993.67,10.64,9.41,92.1,12.83,11.82,1.01,7.43,11.89,1214.23,0.47,0.8,352.9
16.10.2016 02:00:00,994.04,10.6,9.44,92.5,12.8,11.84,0.96,7.44,11.91,1214.85,0.59,0.88,213.7
16.10.2016 03:00:00,994.22,10.66,9.5,92.5,12.85,11.89,0.96,7.47,11.95,1214.79,0.26,0.64,173.0
16.10.2016 04:00:00,994.41,10.45,9.48,93.7,12.67,11.87,0.8,7.46,11.94,1215.92,0.64,1.04,226.7
16.10.2016 05:00:00,994.77,9.83,9.07,95.0,12.15,11.55,0.61,7.25,11.61,1219.18,0.79,1.4,181.8
16.10.2016 06:00:00,995.11,8.4,7.82,96.1,11.03,10.6,0.43,6.66,10.66,1226.25,0.7,2.24,191.6
16.10.2016 07:00:00,995.42,8.11,7.75,97.6,10.82,10.56,0.26,6.62,10.61,1227.91,1.3,1.8,215.9
16.10.2016 08:00:00,996.0,7.59,7.32,98.2,10.44,10.25,0.19,6.43,10.29,1231.04,0.84,1.36,189.1
16.10.2016 09:00:00,996.24,7.83,7.59,98.4,10.61,10.44,0.17,6.55,10.48,1230.21,0.56,1.0,215.2
16.10.2016 10:00:00,996.55,9.46,9.16,98.0,11.86,11.62,0.24,7.28,11.66,1222.94,0.63,1.84,95.5
16.10.2016 11:00:00,996.49,12.61,12.16,97.1,14.62,14.2,0.42,8.91,14.25,1208.2,1.22,2.16,127.6
16.10.2016 12:00:00,996.36,16.03,10.03,67.53,18.25,12.32,5.92,7.73,12.37,1194.61,2.15,2.88,146.6
16.10.2016 13:00:00,995.77,17.44,9.84,60.93,19.95,12.16,7.8,7.63,12.21,1188.18,2.66,4.52,158.6
16.10.2016 14:00:00,995.72,18.21,10.01,58.73,20.95,12.3,8.64,7.72,12.35,1184.91,1.72,3.28,188.4
16.10.2016 15:00:00,995.58,19.09,10.11,55.96,22.13,12.39,9.75,7.77,12.44,1181.15,1.04,3.12,170.7
16.10.2016 16:00:00,995.48,18.21,10.08,59.0,20.95,12.36,8.59,7.76,12.41,1184.61,1.02,2.12,114.4
16.10.2016 17:00:00,995.62,15.98,10.07,67.93,18.19,12.35,5.83,7.75,12.41,1193.92,1.77,2.5,33.0
16.10.2016 18:00:00,996.12,14.69,10.05,73.7,16.74,12.34,4.4,7.74,12.39,1199.88,1.12,2.0,6.6
16.10.2016 19:00:00,996.49,13.93,9.7,75.6,15.94,12.05,3.89,7.55,12.09,1203.63,0.96,1.8,55.43
16.10.2016 20:00:00,996.73,12.19,9.64,84.4,14.22,12.0,2.22,7.52,12.04,1211.29,0.33,0.92,20.54
16.10.2016 21:00:00,996.82,11.05,9.29,88.9,13.19,11.72,1.46,7.35,11.76,1216.38,0.13,0.24,18.75
16.10.2016 22:00:00,996.98,9.59,8.36,92.0,11.96,11.0,0.96,6.89,11.04,1223.19,1.57,2.48,222.2
16.10.2016 23:00:00,997.0,8.82,8.02,94.7,11.35,10.75,0.6,6.74,10.78,1226.68,0.48,0.68,138.6
17.10.2016 00:00:00,996.86,7.16,6.58,96.1,10.14,9.74,0.4,6.1,9.77,1234.25,0.44,0.8,132.7
17.10.2016 01:00:00,997.23,6.84,6.5,97.7,9.92,9.69,0.23,6.07,9.72,1236.14,0.67,1.92,163.3
17.10.2016 02:00:00,997.23,6.09,5.81,98.1,9.42,9.24,0.18,5.78,9.26,1239.69,0.56,1.16,149.5
17.10.2016 03:00:00,997.09,6.04,5.83,98.6,9.38,9.25,0.13,5.79,9.28,1239.73,0.7,1.36,233.8
17.10.2016 04:00:00,996.95,5.54,5.34,98.6,9.06,8.94,0.13,5.59,8.96,1241.91,0.65,1.42,101.7
17.10.2016 05:00:00,996.85,5.44,5.29,98.9,9.0,8.9,0.1,5.58,8.93,1242.23,0.5,0.96,185.6
17.10.2016 06:00:00,996.89,4.79,4.63,98.9,8.6,8.5,0.09,5.32,8.53,1245.41,0.45,0.94,163.8
17.10.2016 07:00:00,996.82,5.04,4.92,99.2,8.75,8.68,0.07,5.44,8.71,1244.11,0.92,1.28,207.1
17.10.2016 08:00:00,996.99,6.0,5.86,99.0,9.36,9.27,0.09,5.8,9.29,1239.75,0.77,1.84,157.9
17.10.2016 09:00:00,996.73,7.21,6.98,98.4,10.17,10.01,0.16,6.27,10.04,1233.73,1.08,2.08,196.2
17.10.2016 10:00:00,996.61,9.26,8.96,98.0,11.7,11.46,0.23,7.19,11.5,1223.96,1.22,1.84,190.5
17.10.2016 11:00:00,996.71,11.8,11.32,96.9,13.86,13.43,0.43,8.42,13.47,1212.26,0.47,1.2,143.1
17.10.2016 12:00:00,996.38,14.04,10.12,77.2,16.05,12.39,3.66,7.77,12.44,1202.88,2.33,3.36,158.2
17.10.2016 13:00:00,995.61,16.35,10.8,69.65,18.62,12.97,5.65,8.14,13.03,1192.09,3.43,5.09,167.3
17.10.2016 14:00:00,995.07,17.14,10.57,65.24,19.58,12.77,6.81,8.02,12.84,1188.29,2.11,3.48,176.3
17.10.2016 15:00:00,994.88,17.36,10.71,64.95,19.85,12.9,6.96,8.1,12.96,1187.11,1.98,3.12,186.8
17.10.2016 16:00:00,994.68,16.83,10.71,67.14,19.2,12.89,6.31,8.1,12.96,1189.03,1.15,1.4,206.1
17.10.2016 17:00:00,994.85,15.9,11.07,73.0,18.09,13.21,4.89,8.3,13.28,1192.93,0.76,1.2,231.8
17.10.2016 18:00:00,995.16,14.61,10.63,77.0,16.65,12.82,3.83,8.05,12.89,1198.82,1.18,1.9,255.3
17.10.2016 19:00:00,995.44,13.22,10.67,84.5,15.22,12.86,2.36,8.07,12.92,1204.96,0.23,0.48,289.8
17.10.2016 20:00:00,995.45,12.13,10.53,89.9,14.16,12.73,1.43,8.0,12.79,1209.65,0.28,0.76,1.7
17.10.2016 21:00:00,995.65,11.53,10.29,92.1,13.61,12.54,1.08,7.87,12.59,1212.53,0.23,0.56,45.12
17.10.2016 22:00:00,995.67,11.15,10.25,94.2,13.28,12.51,0.77,7.85,12.56,1214.18,0.62,1.12,200.4
17.10.2016 23:00:00,995.64,10.57,9.93,95.8,12.77,12.24,0.54,7.68,12.29,1216.76,0.72,1.4,161.6
18.10.2016 00:00:00,995.49,10.45,9.64,94.7,12.67,12.0,0.67,7.53,12.05,1217.19,1.58,2.16,238.8
18.10.2016 01:00:00,995.33,10.29,9.51,94.9,12.54,11.9,0.64,7.47,11.95,1217.74,0.88,1.38,199.3
18.10.2016 02:00:00,995.18,10.44,9.57,94.3,12.66,11.94,0.72,7.5,12.0,1216.88,0.38,0.64,235.7
18.10.2016 03:00:00,995.13,10.38,9.49,94.2,12.61,11.88,0.73,7.46,11.94,1217.11,0.47,1.68,175.1
18.10.2016 04:00:00,994.96,10.74,9.96,94.9,12.92,12.26,0.66,7.7,12.32,1215.19,0.44,0.84,336.5
18.10.2016 05:00:00,994.77,10.64,10.03,96.0,12.83,12.32,0.51,7.74,12.38,1215.35,0.54,0.78,207.1
18.10.2016 06:00:00,994.67,10.44,9.92,96.6,12.66,12.23,0.43,7.68,12.3,1216.13,0.64,1.24,185.5
18.10.2016 07:00:00,994.74,10.93,10.27,95.7,13.08,12.52,0.56,7.87,12.59,1213.98,0.67,1.48,193.6
18.10.2016 08:00:00,995.1,11.49,10.67,94.7,13.58,12.86,0.72,8.08,12.92,1211.88,0.18,0.44,4.75
18.10.2016 09:00:00,995.36,11.77,10.92,94.5,13.83,13.07,0.76,8.21,13.13,1210.91,0.29,0.68,100.3
18.10.2016 10:00:00,995.38,12.47,11.26,92.3,14.49,13.37,1.12,8.4,13.43,1207.82,0.52,1.36,130.9
18.10.2016 11:00:00,995.32,12.96,11.09,88.4,14.96,13.22,1.74,8.31,13.29,1205.74,0.92,2.16,285.0
18.10.2016 12:00:00,994.89,14.98,10.53,74.7,17.06,12.74,4.32,8.0,12.81,1197.0,1.2,2.64,100.5
18.10.2016 13:00:00,994.5,14.15,10.17,76.9,16.17,12.43,3.73,7.81,12.5,1200.13,0.71,1.62,293.1
18.10.2016 14:00:00,994.08,14.46,10.11,75.1,16.49,12.39,4.11,7.79,12.46,1198.34,0.91,1.88,214.2
18.10.2016 15:00:00,993.67,13.3,10.77,84.6,15.3,12.94,2.36,8.14,13.02,1202.44,0.46,0.96,343.2
18.10.2016 16:00:00,993.19,13.43,10.73,83.7,15.43,12.91,2.51,8.13,13.0,1201.33,0.61,1.4,57.22
18.10.2016 17:00:00,993.03,12.75,10.73,87.5,14.75,12.91,1.84,8.13,13.0,1203.99,1.2,1.76,237.4
18.10.2016 18:00:00,992.88,12.18,10.42,89.0,14.21,12.65,1.56,7.96,12.74,1206.33,1.72,2.34,231.2
18.10.2016 19:00:00,992.8,11.33,10.27,93.2,13.43,12.52,0.91,7.88,12.61,1209.9,0.29,0.64,183.3
18.10.2016 20:00:00,992.8,10.38,9.55,94.6,12.61,11.93,0.68,7.51,12.02,1214.22,1.47,1.84,232.9
18.10.2016 21:00:00,992.76,10.72,8.87,88.3,12.9,11.39,1.51,7.17,11.47,1212.97,2.82,3.48,215.8
18.10.2016 22:00:00,992.16,10.4,8.57,88.4,12.63,11.16,1.46,7.03,11.25,1213.71,1.45,2.24,189.6
18.10.2016 23:00:00,991.63,9.92,8.23,89.2,12.23,10.91,1.32,6.87,11.0,1215.23,1.77,2.4,211.4
19.10.2016 00:00:00,990.89,9.43,8.34,92.9,11.83,10.99,0.84,6.93,11.09,1216.39,0.7,1.36,51.57
19.10.2016 01:00:00,990.25,9.03,8.12,94.0,11.52,10.83,0.69,6.83,10.93,1217.4,1.34,2.28,192.8
19.10.2016 02:00:00,989.61,8.86,7.98,94.2,11.38,10.72,0.66,6.77,10.84,1217.39,1.73,2.44,208.4
19.10.2016 03:00:00,989.23,8.9,8.21,95.4,11.42,10.89,0.53,6.88,11.01,1216.67,2.99,3.48,211.0
19.10.2016 04:00:00,988.95,9.0,7.85,92.5,11.49,10.63,0.86,6.71,10.75,1216.02,1.5,2.56,246.2
19.10.2016 05:00:00,988.84,8.73,7.41,91.4,11.28,10.31,0.97,6.51,10.43,1217.19,0.58,1.04,308.3
19.10.2016 06:00:00,988.87,8.17,5.98,86.0,10.86,9.34,1.52,5.9,9.45,1220.11,1.39,2.0,269.8
19.10.2016 07:00:00,988.93,7.11,5.36,88.6,10.1,8.95,1.15,5.65,9.05,1224.98,1.54,2.32,201.8
19.10.2016 08:00:00,989.1,7.04,5.03,87.0,10.06,8.75,1.31,5.52,8.84,1225.59,1.91,2.2,218.7
19.10.2016 09:00:00,989.28,7.97,5.83,86.3,10.72,9.25,1.47,5.84,9.35,1221.53,0.94,1.86,211.2
19.10.2016 10:00:00,989.4,8.79,5.84,81.7,11.33,9.26,2.07,5.84,9.36,1218.12,1.92,3.56,188.6
19.10.2016 11:00:00,989.09,9.48,5.66,77.0,11.87,9.14,2.73,5.77,9.24,1214.82,1.46,3.32,116.4
19.10.2016 12:00:00,988.71,9.85,3.61,65.06,12.17,7.92,4.25,5.0,8.01,1213.33,3.98,5.81,208.1
19.10.2016 13:00:00,988.15,9.2,4.86,74.2,11.65,8.64,3.01,5.46,8.75,1215.1,3.31,4.57,204.4
19.10.2016 14:00:00,987.4,9.38,5.75,78.0,11.79,9.2,2.59,5.81,9.31,1213.14,2.71,4.16,191.1
19.10.2016 15:00:00,986.8,9.76,5.38,74.1,12.1,8.96,3.13,5.67,9.08,1210.88,3.87,5.81,196.0
19.10.2016 16:00:00,986.35,9.97,4.95,70.9,12.27,8.7,3.57,5.5,8.82,1209.55,4.25,6.17,201.0
19.10.2016 17:00:00,986.17,9.83,4.76,70.6,12.15,8.58,3.57,5.43,8.7,1209.98,4.35,7.77,193.0
19.10.2016 18:00:00,985.99,9.26,4.65,72.8,11.7,8.52,3.18,5.39,8.64,1212.23,5.24,8.41,194.0
19.10.2016 19:00:00,985.83,9.06,5.03,75.8,11.54,8.75,2.79,5.54,8.87,1212.79,3.59,4.93,192.8
19.10.2016 20:00:00,985.57,9.1,5.26,76.8,11.57,8.89,2.68,5.63,9.02,1212.23,3.48,4.69,190.5
19.10.2016 21:00:00,985.68,8.07,6.34,88.8,10.79,9.58,1.21,6.07,9.72,1216.48,2.81,3.68,194.2
19.10.2016 22:00:00,985.81,7.84,6.45,90.9,10.62,9.66,0.97,6.11,9.79,1217.6,2.58,3.28,210.1
19.10.2016 23:00:00,986.18,7.41,4.34,80.8,10.31,8.33,1.98,5.27,8.45,1220.55,1.15,3.12,223.8
20.10.2016 00:00:00,986.56,7.11,3.49,77.7,10.1,7.85,2.25,4.96,7.96,1222.55,0.97,1.72,245.3
20.10.2016 01:00:00,986.79,6.48,3.95,83.8,9.67,8.11,1.57,5.13,8.21,1225.48,1.67,2.32,232.2
20.10.2016 02:00:00,986.8,6.35,3.9,84.3,9.59,8.08,1.51,5.11,8.19,1226.07,1.93,2.76,216.0
20.10.2016 03:00:00,986.63,6.46,3.78,82.9,9.66,8.01,1.65,5.06,8.12,1225.41,1.55,2.12,210.6
20.10.2016 04:00:00,986.44,6.25,3.26,81.1,9.52,7.72,1.8,4.88,7.83,1226.23,1.94,2.48,231.6
20.10.2016 05:00:00,986.25,5.87,2.96,81.5,9.28,7.56,1.72,4.78,7.67,1227.72,2.56,3.06,240.5
20.10.2016 06:00:00,986.34,5.75,3.4,84.8,9.2,7.8,1.4,4.93,7.91,1228.25,0.5,0.88,184.3
20.10.2016 07:00:00,986.56,5.74,3.34,84.5,9.19,7.76,1.42,4.91,7.87,1228.61,1.78,2.64,210.1
20.10.2016 08:00:00,986.99,6.14,3.83,85.1,9.45,8.04,1.41,5.08,8.15,1227.26,0.83,1.24,337.0
20.10.2016 09:00:00,987.26,6.99,4.43,83.7,10.02,8.39,1.63,5.3,8.49,1223.7,0.65,1.4,148.6
20.10.2016 10:00:00,987.16,7.76,3.99,77.0,10.56,8.13,2.43,5.14,8.24,1220.33,0.82,1.56,172.8
20.10.2016 11:00:00,987.0,8.23,3.85,73.8,10.91,8.05,2.86,5.09,8.16,1218.14,2.95,4.3,182.9
20.10.2016 12:00:00,986.59,8.87,3.73,70.1,11.39,7.99,3.41,5.05,8.09,1214.9,1.99,3.76,179.5
20.10.2016 13:00:00,986.23,8.38,3.72,72.4,11.02,7.98,3.04,5.05,8.09,1216.57,3.68,5.67,179.1
20.10.2016 14:00:00,986.05,8.1,4.71,79.1,10.81,8.55,2.26,5.41,8.67,1217.29,1.4,2.2,163.8
20.10.2016 15:00:00,985.93,7.01,4.89,86.3,10.03,8.66,1.37,5.48,8.78,1221.83,2.07,3.08,189.9
20.10.2016 16:00:00,986.03,6.21,4.48,88.6,9.5,8.42,1.08,5.33,8.53,1225.55,1.34,1.82,205.9
20.10.2016 17:00:00,985.89,5.99,4.73,91.6,9.35,8.56,0.79,5.42,8.69,1226.3,0.79,1.02,359.1
20.10.2016 18:00:00,985.85,5.85,4.79,92.9,9.26,8.6,0.66,5.44,8.72,1226.85,0.76,1.0,5.16
20.10.2016 19:00:00,985.82,5.72,4.8,93.8,9.18,8.61,0.57,5.45,8.73,1227.35,1.01,1.64,51.36
20.10.2016 20:00:00,985.76,5.48,4.64,94.3,9.02,8.51,0.51,5.39,8.63,1228.41,0.58,1.22,331.7
20.10.2016 21:00:00,985.93,5.38,4.64,94.9,8.97,8.51,0.46,5.39,8.63,1229.03,0.37,0.86,317.8
20.10.2016 22:00:00,985.83,5.33,4.66,95.4,8.93,8.52,0.41,5.39,8.64,1229.14,0.38,0.74,5.64
20.10.2016 23:00:00,985.81,5.06,4.25,94.5,8.77,8.28,0.48,5.24,8.4,1230.42,0.95,1.48,249.3
21.10.2016 00:00:00,985.93,5.02,4.08,93.6,8.74,8.18,0.56,5.18,8.3,1230.78,1.37,1.92,228.8
21.10.2016 01:00:00,985.58,5.1,4.31,94.6,8.79,8.31,0.47,5.26,8.44,1229.95,0.79,1.12,340.1
21.10.2016 02:00:00,985.46,5.22,4.44,94.7,8.86,8.39,0.47,5.32,8.52,1229.22,0.72,1.36,39.28
21.10.2016 03:00:00,985.43,5.19,4.19,93.2,8.85,8.25,0.6,5.22,8.37,1229.37,0.83,1.28,245.3
21.10.2016 04:00:00,985.32,5.36,4.34,93.1,8.95,8.33,0.62,5.28,8.46,1228.46,0.32,1.04,206.2
21.10.2016 05:00:00,985.32,5.21,4.31,93.9,8.86,8.32,0.54,5.27,8.44,1229.11,0.75,1.2,255.0
21.10.2016 06:00:00,985.45,5.0,3.95,92.9,8.73,8.11,0.62,5.13,8.23,1230.33,0.41,1.2,196.3
21.10.2016 07:00:00,985.81,4.9,3.84,92.8,8.67,8.05,0.62,5.09,8.16,1231.22,1.65,2.36,229.4
21.10.2016 08:00:00,986.17,5.12,3.94,92.1,8.8,8.11,0.7,5.13,8.22,1230.7,0.92,1.88,286.4
21.10.2016 09:00:00,986.34,4.88,3.51,90.8,8.66,7.86,0.8,4.97,7.97,1232.07,0.86,1.5,234.9
21.10.2016 10:00:00,986.57,5.89,3.82,86.5,9.29,8.04,1.25,5.08,8.15,1227.81,0.73,1.48,217.7
21.10.2016 11:00:00,986.89,7.11,3.96,80.3,10.1,8.11,1.99,5.13,8.22,1222.84,1.46,3.2,229.3
21.10.2016 12:00:00,986.9,6.95,4.12,82.1,10.0,8.21,1.79,5.19,8.31,1223.49,1.6,3.6,236.8
21.10.2016 13:00:00,986.44,7.99,3.9,75.3,10.73,8.08,2.65,5.11,8.19,1218.47,4.64,6.13,207.9
21.10.2016 14:00:00,986.45,8.59,4.02,72.9,11.18,8.15,3.03,5.15,8.26,1215.86,2.53,4.57,227.8
21.10.2016 15:00:00,986.54,8.71,4.12,72.8,11.27,8.2,3.07,5.19,8.32,1215.42,1.98,3.68,220.4
21.10.2016 16:00:00,986.8,7.63,3.59,75.5,10.47,7.91,2.57,5.0,8.01,1220.56,2.48,4.69,238.3
21.10.2016 17:00:00,987.06,6.18,4.52,89.1,9.47,8.44,1.03,5.34,8.55,1226.98,0.91,1.32,213.8
21.10.2016 18:00:00,987.28,5.99,4.53,90.3,9.35,8.44,0.91,5.34,8.55,1228.09,0.53,0.92,229.7
21.10.2016 19:00:00,987.39,5.92,4.43,90.1,9.31,8.39,0.92,5.3,8.49,1228.54,0.73,1.04,231.9
21.10.2016 20:00:00,987.4,5.89,4.79,92.6,9.29,8.6,0.69,5.44,8.71,1228.57,0.65,1.14,192.7
21.10.2016 21:00:00,987.48,5.62,4.82,94.6,9.11,8.62,0.49,5.45,8.73,1229.88,0.91,1.4,202.9
21.10.2016 22:00:00,987.53,5.34,4.61,95.0,8.94,8.49,0.45,5.37,8.6,1231.23,0.38,0.8,203.2
21.10.2016 23:00:00,987.28,5.47,4.45,93.1,9.02,8.4,0.62,5.31,8.51,1230.37,1.04,1.4,197.5
22.10.2016 00:00:00,987.08,5.06,3.99,92.8,8.76,8.13,0.63,5.14,8.24,1232.1,1.51,1.86,218.6
22.10.2016 01:00:00,987.02,5.24,3.96,91.4,8.88,8.11,0.76,5.13,8.22,1231.21,0.9,1.36,188.6
22.10.2016 02:00:00,986.83,5.3,3.39,87.4,8.91,7.79,1.12,4.93,7.9,1230.86,1.84,2.16,208.0
22.10.2016 03:00:00,986.39,5.06,3.71,91.0,8.76,7.97,0.79,5.04,8.08,1231.31,1.07,1.7,186.1
22.10.2016 04:00:00,986.06,4.86,3.83,93.0,8.64,8.04,0.6,5.09,8.15,1231.74,0.93,1.36,188.8
22.10.2016 05:00:00,985.81,4.75,3.96,94.6,8.58,8.11,0.46,5.13,8.23,1231.89,1.6,2.24,194.1
22.10.2016 06:00:00,985.7,4.8,4.17,95.7,8.61,8.24,0.37,5.21,8.35,1231.47,0.77,1.56,178.4
22.10.2016 07:00:00,985.75,4.85,4.34,96.5,8.64,8.33,0.3,5.28,8.46,1231.25,1.09,1.84,189.2
22.10.2016 08:00:00,985.96,4.93,4.46,96.8,8.68,8.41,0.28,5.32,8.53,1231.14,0.98,1.52,222.0
22.10.2016 09:00:00,985.95,5.23,4.75,96.7,8.87,8.58,0.29,5.43,8.7,1229.72,1.05,1.42,161.2
22.10.2016 10:00:00,986.05,5.5,4.72,94.7,9.04,8.56,0.48,5.42,8.68,1228.65,1.02,1.76,182.5
22.10.2016 11:00:00,986.23,5.84,5.03,94.5,9.25,8.74,0.51,5.53,8.87,1227.3,1.41,1.8,146.6
22.10.2016 12:00:00,986.28,6.84,4.67,86.0,9.92,8.53,1.39,5.4,8.65,1223.05,1.18,1.88,224.7
22.10.2016 13:00:00,986.45,6.84,4.61,85.7,9.91,8.5,1.42,5.37,8.61,1223.31,1.04,2.68,288.3
22.10.2016 14:00:00,986.47,7.42,4.7,82.8,10.32,8.55,1.78,5.41,8.66,1220.76,0.98,2.36,286.5
22.10.2016 15:00:00,986.55,7.31,4.78,83.9,10.24,8.59,1.65,5.44,8.71,1221.32,0.93,1.48,231.1
22.10.2016 16:00:00,986.72,7.2,4.99,85.8,10.17,8.72,1.44,5.52,8.84,1221.95,0.86,1.12,225.4
22.10.2016 17:00:00,987.04,6.94,4.24,82.9,9.98,8.28,1.71,5.23,8.38,1223.71,1.19,1.44,263.5
22.10.2016 18:00:00,987.51,6.97,4.25,82.8,10.0,8.28,1.72,5.23,8.39,1224.16,1.5,1.8,269.6
22.10.2016 19:00:00,987.77,6.69,4.83,87.9,9.82,8.63,1.19,5.45,8.73,1225.53,0.25,0.84,337.1
22.10.2016 20:00:00,988.19,5.77,3.53,85.5,9.21,7.87,1.34,4.97,7.97,1230.46,1.09,1.8,331.7
22.10.2016 21:00:00,988.53,5.4,4.21,92.0,8.97,8.26,0.72,5.21,8.35,1232.35,0.65,0.9,218.3
22.10.2016 22:00:00,988.41,5.47,4.35,92.5,9.02,8.34,0.68,5.27,8.44,1231.83,0.87,1.4,212.3
22.10.2016 23:00:00,988.49,4.98,4.33,95.6,8.71,8.33,0.38,5.26,8.43,1234.12,0.26,0.48,233.3
23.10.2016 00:00:00,988.71,4.32,3.91,97.1,8.32,8.08,0.24,5.1,8.18,1237.42,1.43,1.92,227.1
23.10.2016 01:00:00,988.52,4.32,4.04,98.0,8.32,8.16,0.17,5.15,8.25,1237.14,0.66,1.42,123.0
