review,sentiment
"This show has been performed live around the country with a wide variety of casts. I saw it first in the Provincetown production the first summer it was in P-town (2001)--before it was, curiously enough, banned in that overwhelmingly gay resort (the codes which resulted in its closing have since been amended). I saw it again later in the off-Broadway, long-running production in New York. Oddly enough, the P-town production was far better than the New York one--fresher, cuter, more spirited and funnier--but that was only in the 2001 showing; subsequent attempts to clone the production (""Bare Naked Lads"" in 2007) were definitely third-rate. This filmed production features a Los Angelos production cast, and it is, as other comments have suggested, not the best. I would rate it somewhere in between the top-notch 2001 P-town production and the third-rate ""Bare Naked Lads"" P-town show from last summer.",negative
"Well, I fell for it. I saw the box for this at the video store, and mistook it for ""Girlfight"", which I'd heard was great. In my own defense, the titles are similar, and they re-did the cover art for the box so it looked almost identical. Anyway, to sum it up, they obviously re-did the whole cover packaging/promo to capitalize on the buzz/success of ""Girlfight"". I popped it in and got a bad feeling when they started showing trailers for low budget straight-to-video flicks, and even worse when a music video of the main song for the movie, which sounded like elevator music and featured corny slomo clips from the movie preceded the main feature. When I saw the first few minutes and Maria Conchita Alonso showed up, I knew I'd fallen for it. (don't get me wrong, she's a talented actress, but I knew she wasn't in ""Girlfight"", the movie I'd been under the false impression I was renting).<br /><br />So, apart from me feeling sort of cheated and mad at myself for not looking closer, the movie was OK. The plot involves Belle, a young Latino woman who is the daughter of an ex-champion boxer. One of her close friends is a female boxer, who--and I could see all this coming sooo far ahead of time it was really a drag--gets seriously injured during a match with a mean champ named ""The Terminator"", who resembles a female version of a bigger, more pumped up Ike Turner. Of course, Belle decides that the only thing to do is to become a boxer herself and avenge her friend. She lives with her caring, supportive yet protective Dad (her mother died of cancer when she was younger), who just happens to be a cop. Her love interest, also caring and supportive yet protective, is also a cop who works with her dad. Hmmm, they both have jobs that put their lives in danger in the line of duty...wonder what's gonna happen? She starts training and meets a sleazy manager who of course, pretends to care about her but just wants to exploit her. The actor they hired looks like a very low-rent Cary Eweles and is so young he barely manages to have a mustache. His acting was also really, really bad. I'm not even going to go into the plot any further because anyone who has seen Rocky, or almost anyone, knows exactly where this movie is going and how it will end.<br /><br />This was not a completely terrible movie. Most of the acting was OK, and the lead actress was very good. There were good, strong female Latino role models. The final fight scene did get me sort of interested, even though I knew everything that was going to happen long before it did. The actress that played ""The Terminator"" did a great job of being unlikeable enough that I really did want Belle to kick her a$$, and rooted for Belle-again, although there were absolutely no surprises. My favorite moment (maybe the only moment where I wasn't mad at myself for renting the movie by mistake) was when Belle slaps her sleazy manager after he's shown his true colors, yells at him, and then turns away only to suddenly fake a punch and watch him cringe back in fear, showing that she is really the one in charge.<br /><br />The dialogue was really, really bad, my main complaint. One of their attempts to be witty was someone discussing boxing saying ""size doesn't matter"" and the female replying wryly, ""now where have I heard that before?"" Other lines that are supposed to have dramatic impact are ""The doctors told me I may never walk again!"" ""Come on, you know you can trust me!"" and ""Your mother would have been so proud of you"". I could go on and on. Nothing you haven't heard a million times before in bad soap operas or movies-of-the-week. <br /><br />Maybe I'm being too mean-the filmmakers did make an effort, and I did sit through the whole thing voluntarily...but only because there was nothing else to watch while I worked out. You could do worse (especially if you are looking for a movie with strong female characters) but you could also do much, much better.",negative
"The only connection this movie has to horror is that it is horribly unentertaining. I would rather prick my finger with a rusty nail than have to sit through it again. Even for a TV movie it is flat. The cast is boring. The screenplay is as exciting as a bowl of sand. How two directors conspired to create such a nothing movie will remain one of the great mysteries of the 20th Century. There is only one scene even vaguely worthy of inclusion in the Omen franchise, and it is shot in slo-mo and cut short at the anticipated pay-off. If you are tempted to see this, pop it in, set your alarm clock for 90 minutes and get comfy. With any luck you'll doze off quickly, and the alarm will wake you once the worst is over. Namely, this movie.",negative
"Although this seems to be quite an old show (2002), I watched my first ever episode last night and I have to say it has to be the worst show . . . ever.<br /><br />I am not one for placing comments but I was so shocked that a show could exist that blatantly tries to pander to, and I am only assuming that this was their target audience, children under 12 years old or people with a less than average IQ.<br /><br />The episode I was subjected to last night contained so many disjointed story lines, tried to include EVERY possible plot summary imaginable and all the while trying to preach about friendship, family, religion and politics !!!.<br /><br />Basic story that they covered in the episode: Frat House hazing gone wrong wrong with too much alcohol - Death Turns out to be Senators son who wants FBI to investigate. Death is actually murder by peanut allergy Senator thinks it could be his sworn enemy and childhood best friend who did this because Senator was taking money for his votes for legislation but eventually got a conscience and said 'no' to mean mulit millionaire. Everybody a suspect but all have the usual alibi (ex-girlfriend student shagging a married teacher so had to lie, disgruntled student who was reported by victim actually had life changing experience, Senators enemy did not pay desperate student to kill sworn enemies son, he gives money freely to lots of broke students). All the while the heroine of this dribble has her niece staying who is 'at that age' and has a crush on a boy, who she eventually gets the courage to talk to with the assistance of her aunty, but only to dump him because the 'in' girls says he is not good enough and so to keep in with them she dumps him. Don't worry, she gets back with boy after she learns the truth about life and the 'in' girls drop her, Aunty also explains that God is the only one who truly she can rely on (I was almost sick at this point).<br /><br />This 'drama' gets even better when Sue and her FBI team find out who the killer is . . . your gonna laugh at this, i sure did . . . <br /><br />It is one of the Frat boys who only a year ago found out he was adopted and that his real dad is an International terrorist and he is trying to impressive real daddy by killing boy and planting bomb at funeral . . . . . . . <br /><br />The characters are cardboard the acting is cardboard the continuity is cardboard the story is cardboard Anybody who says that they love this show has cardboard for a brain<br /><br />Why the writers of this show have tried to pack in EVERY eventuality into the one show means that they obviously have no faith in the character development or actors capability to carry off a simple plot line. Watching this show is like watching 'Last Action Hero' with Arnie killing 5'000 people with a tooth pick, except Arnie is a better actor (wow, never thought there would be a day that i would say that !!)<br /><br />In the words of the Simpsons beloved character 'comic book guy' . . . . <br /><br />WORST TV SHOW . . . . . EVER.",negative
"This has to be one of my favourite flicks, unlike the weak 'Elvira's Haunted Hills'...anyway I love the way the movie is a goth/com 'Wizard of Oz' story...<br /><br />Elvira is a goth Dorothy who is stranded in an unfamiliar town after the death of a Good Witch (elviras Aunt Morgana)...she inherits a ""Ruby"" ring which is extremely powerful and sought after by the Bad Warlock (Her uncle)...She befriends four Characters whom she inadvertently helps grow throughout the movie all the while with a dog in tow. There is a show down with her uncle (the wicked witch of the West) where Elvira realises that she has the strength within her and ends up defeating him. In the end she gets sent off by the towns folk after winning over their hearts and finally gets to her destination Las Vegas (Dorothy's home in Kansas).<br /><br />There are many references made to the wizard of oz throughout the movie...she and her uncle both quote lines relevant to their parallel characters. Elvira: ""Youe must be aunt Em, and you must be uncle Remus....There's no place like home, there's no place like home!"" Bad uncle Vinny: ""I'll get you my pretty, and your little dog too!""<br /><br />There is a sign that Elvira passes when first on her road trip which mentions the state of Kansas.<br /><br />But aside from this, the fact that one of the sequences she ""ripped off, um...I mean was inspired by FlashDance"" is pure genius...and if you don't roll around laughing at her titty twirling at the end of her ""very 80's"" Las Vegas show then you haven't got a camp bone in your body...This movie is a Cult/Camp Classic",positive
"Surprisingly effective British drama about two very different people who find common ground, and in particular the ""flowering"" of one of them. An embittered, ""Spike""-type youth (McAvoy) with Deuchennes MD is placed in a home for the disabled and quickly makes friends with a youth (Robertson) with cerebral palsy. Robertson has never known anything outside of the home, but McAvoy has and he is bound and determined to get back into the real world. Together, they manage to do just that in this funny and heartwarming and often heartbreaking tale of inner strength overcoming physical shortcomings. The two leads are terrific, especially Robertson, who must surely have spent some time studying the disabled to pull off this tricky role. He appears in almost every scene, and acts up an absolute storm. To anyone who doesn't know, they might think he really has CB. Highly recommended.",positive
"Look,I'm reading and reading this comments and there's a lot of it that I wanna say but I will try to make it short but clean...<br /><br />First of all, lets forget all of the things how bad this movie was made...How it didn't show anything of Notorious and I agree with the most people here saying that it was ""Hollywood"", I mean, what did you expect a real life story? When will people wake up and see that u will never ever find the real truth about 2pac and Biggie... Its all covered up and buried deep down.<br /><br />Second, I'm not against neither 2pac or Biggie I love them both but 2pac and Lil Kim DID get embarrassed in this movie for sure...<br /><br />Next, for all of ya that are saying that the movie is awesome and cant see the truth, either u are too blind too see it because u think u know something about BIG or you don't know anything about him at all and u love this Hollywood teenage movies. Use your mind and see though the clouds... There is a lot of it you could say when it gets to this topic, I did not say 60% of what I have to say because its a very wide topic but for the movie I can only say that it could have been a little bit, I mean a much better done. But anyways I'm just some person giving her opinion....No hard feelings...<br /><br />Look, I love hip hop and I live for it but after seeing this movie every person with a little intelligence could see that this is not how someone is suppose to live. With all do respect for 2pac and BIG, like all the other artists who are making for a living like this should turn the other page because u are ruining the youth....Bringing the wrong message to the children and that is: not going to school but living from the streets, hustling and just grabbing for the paper....<br /><br />The true hip hop is suppose to be about love and intelligence, be smart and all.<br /><br />OK I know that many of you will think that I'm crazy, but this is just my point of view. Look I am maybe wrong about something and Im not saying this is a completely bad movie because even if I'm in hip hop for 17, 18 years I still don't know anything bout 2pac or Biggie no matter how many articles I read or how much I support them and listen to their music...Like most of you all out there. Only people who were really close to them and the killers know the truth behind all this.<br /><br />And for the end I just wanna say for all of ya Biggie and Tupac fans and family, this two men were and will be the greatest of all time, no matter how they lived their lives but PLEASE IN THE FUTURE TRY TO BE BETTER, LEARN AND LOVE EACH OTHER, THINK GOOD EVEN FOR THE ONES THAT Don't LIKE YOU, BECAUSE AT THE END...ITS NOT ABOUT HOW MANY MONEY OR FAME U COULD GET AND HOW FAST U COULD GET TO THE TOP, ITS ABOUT ACCOMPLISHING YOUR SELF TO THE FULLEST AND FEEDING YOUR SOUL, YOUR BODY AND MIND...BECAUSE IF U MANAGE TO DO THAT, YOU WILL BE LIVING A LIFE EVEN AFTER DEATH!!!! PEACE AND LOVE TO YA ALL!!!! RIP BIGGIE,2PAC,AALIYAH,LEFT EYE,JAM MASTER JAY AND THE OTHERS WHO MAKE A CHANGE IN THIS WORLD!!!!",negative
"What kind I say about this movie. well for starters, I thought that this film was okay, not the greatest not worst. I said this cause I thought that the script was great and original, really different and refreshing. Now I wouldn't say that it's the greatest film that I've seeing cause of the acting. The actors that played each role, seems that they played them without emotions, as if they took the life out of them. When the wife laughed or cried, this didn't look real to me for some reason, that's just an example, but sincerely all the characters didn't act real at all. I wish I could say more positive things about this film so you guys can see it at least once but how can I do that since I know that I'm not going to see this movie again. I rented this film from the library of my school, without hearing anything about the film itself or the director. I took a chance because the story that was describe on the back sounded really interesting and it really was.",positive
"The movie was actually not THAT bad, especially plot-wise, but the doughy (and hairy!) actor they chose for the leading role was a little chintzy in the acting department. I would have chosen someone else. The idea of ""going to America"" was very ingenious, and the main character questioning everything that he'd ever known made him somewhat likable, but not very much so when there's a pasty blob for a leading actor.<br /><br />The storyline was interesting. It brings about the question of how the subject of cloning will be handled in the future. Certainly cloning wouldn't be allowed for the purposes in the movie, but it's still a valid argument even for today. Clones ARE still people... right?<br /><br />The movie wasn't particularly special, but it still is a lot better than some of the cheese released during the 70s. Let us not forget the ""Giant Spider Invasion."" I give it a 4, since it didn't TOTALLY stink, but the MST3K version makes this movie a 10. (I still like Dr. Super Mario!) You'll like this movie, but it won't be your favorite.",negative
"This is another of Eastwood's many movies mixing intrigue, action, and a dollop of romance, along with ""The Gauntlet,"" ""Firefox,"" and so forth. Clint's acting range by now is pretty familiar. In this one, he's taciturn and a bit outrageous, especially with women and superiors. There are no surprises in his performance. But the film itself is something of a surprise; it's above average. <br /><br />Clint is Frank, a Secret Service agent who, perhaps in a moment of doubt, failed to catch the bullet that killed JFK. He then took to drink, which drove his family away, and now plods along in the bureaucracy until he is contacted by John Malkovitch, calling himself ""Booth,"" who strikes up a sort of skewed relationship with him based on their shared, disillusioned conviction that everything is meaningless except the impulse to escape dreariness and predictability. Now, this is rather an anfractuous set of attitudes for a performer like Clint to project, but he does rather well, less robotic than usual. And he does seem to carry around with him, like a burden of stone, the memory of that moment in Dallas. He's tested again halfway through this movie. He is hanging from the roof of a tall building, grasping Booth's hand, and he pulls his pistol and points it at Booth, who asks him if he is really willing to shoot. If he does, of course, he saves the president from an attempted assassination by a CIA-trained murderer, but he does so at the cost of his own life. Booth twits him about the situation as they hold hands in midair. And Clint even has a short speech, talking to Renee Russo, about his failure to save the president in Dallas. ""If I'd have reacted quickly enough, I could have taken that shot . . . and that would have been alright with me."" It's underplayed, but his voice chokes slightly, his eyes water, and his lip trembles. It's one of the few scenes in any of Clint's films that might properly be called ""moving."" We know from his newfound resolve that given another chance he would take the bullet this time. (The irony is that he doesn't like the current president. Who could? He gives pompous speeches in Colorado about how they ""carved a nation out of the wilderness."" Didn't they do the same thing in Las Vegas?)<br /><br />It's often said that a movie is only as good as its villain. It isn't true, nothing is that simple, but an argument could be made for its truth value in this case. The reptilian John Malkovitch with his Tartar eyes is marvelous.<br /><br />Talk about disillusioned. Okay, he can ham it up a little, sniffing with disdain even as he plugs two innocent hunters between the eyes, but he's fascinating on the screen. Renee Russo has little do to. Fred Thompson, as the chief White House aid, is now back in politics, a relief for movie-goers. If Clint's acting range is limited, Thompson's is something less. In every film he's been in, he wears the same solemn and dissatisfied expression, as if constantly plagued by some form of volcanic digestive disorder.<br /><br />The direction by Wolfgang Peterson is as good as it was in ""Das Boot,"" which is pretty good. There is a great deal of the usual suspenseful cross-cutting in the final shootout. And when Clint and Russo fall into an impassioned embrace in her hotel room and scuttle backwards towards the bed like two weasels in heat, Peterson playfully shows us their feet along with a succession of objects dropping to the floor -- not only the usual garments but handcuffs, guns, beepers, palm pilots, Dick Tracy wrist watches and other impedimenta. Interrupted, Clint lies back on the bed and sighs, ""Now I have to put all that stuff back on again.""<br /><br />Well written and worth watching.",positive
"This ranks way up there on my top list of worst movies I've seen so far on Starz on Demand. They seem to pick up every straight to DVD crap-fest they can find and put it on here.<br /><br />Why? Who knows! Apparently anyone with a digital camera and a shoestring budget can come up with a horror movie and get it put on TV. To be honest, this looked terrible from the moment I saw the trailer--but I did give it a real chance.<br /><br />I always try to have an open mind about low-budget movies. Some of the best movies I've ever seen were films that worked around their low budget or in other cases only required that low budget to be great.<br /><br />This is not one of those movies.<br /><br />You know the plot by now, I'm sure, if you're reading this. Either you heard about it on Starz on Demand or for whatever reason you ended up on this page out of boredom. It's about a pathetic and whiny girl we get to know for all of 3 minutes in an incredibly bad ""heavy metal"" music video. Whoever put it together must have thought it looked really interesting, but it really, really doesn't. Anyway, she kills herself. Then she possesses someone. Then some killing starts. It's really unmemorable and as completely average and boring as possible. When the first gunshot goes off in her apartment it quite seriously sounds like a piece of popcorn popping. Was that the best sound effect they could come up with? I could find a better sound effect to use for free, (with no copyright,) on the internet... right. now.<br /><br />Don't let the other reviews claiming this is a 10 star movie fool you. They are obviously either distributors of the film or maybe even the director trying to con you into thinking this piece of junk is worth buying.<br /><br />Laughable.",negative
"Just the kind of movie I love. Some very good British actors as well as the one and only Sharon Stone. Catherine Tramell (Stone) masterfully manipulates a well educated group of people's lives, playing on their frailties to collect experiences to write a murder mystery book. She plays the female psychopath quite well while using her ample sex appeal to convincingly portray what could be considered one of the ultimate Black Widows. Tramell is use to dark places within society and freely partakes in sadomasochistic flings in the 'never visit after dark' side of town. From the beginning, there is nothing short of an R rating here from the dialog alone. Stone could also be described as a sort of female Hannibal Lecter, an emotionless femme fatal without the meal plan.",positive
"""Inuyasha "" was awful . This show was incredibly over -hyped but this is nothing but a tedious bunch of anime clichés. The characters are annoying and lifeless ,the story line is boring and endless .I think that it could have be something interesting if it have a better writing, but it seems that the writers of the show have more intentions in show Inuyasha and his stupid friends fighting with some monsters and then crying for his tragic love triangle with Kikyou and Kagome and a lot of circles around the same thing again and again . The script is cheesy and dumb and the animation is poor .The character design it 's very ugly ,I don't know why everyone love it ,all have the same face ! : Big eyes , tiny noses , a line as the mouth and the typical anime haircuts . I find ""Inuyasha "" incredibly boring and dumb . This have to be one of the most over -rated animated shows ever made .",negative
"Now i have seen two movies by the director Chen Kaige, a very good one (Farewell my concubine), and this bad one, The Assassin. Both movies depict crucial events in chinese history, FMC in the 20th century and TA the first unification of the whole chinese nation in the 3rd century bc. FMC succeds with memorable characters, gorgeous cinematography, convincing sets, good acting and an interesting story. The Assassin fails on nearly every level (okay, the sets are great, the cinematography is good, and the few battle scenes are quite exciting). But...the pathos. Call me a cynic, but too much is too much. If you felt that Saving Private Ryan was too pathetic, be aware, this here will make you sick. The dialogue is lifeless, many lines seem like political statements, subtle or entertaining is this pic not. The film is overpowered by its own pompousness. I am really surprised that The Assassin gets such high votes here on imdb. 4/10",negative
"This is the best movie I've ever seen! <br /><br />Maybe it's because I live just a few miles from the village were the story take place, and I know how things work out in this area in Sweden. The movie tells the truth, believe me! It both criticizes and honors the lifestyle of Dalarna, and the producer wants people who watch the movie to be more opened minded and care more for your closest friends and relatives.<br /><br />But if you live in another small village anywhere in Sweden (or another country) you will probably also recognize much from this movie.<br /><br />Thank you Maria Blom!",positive
"This movie was like a bad indie with A-list talent. The plot was silly, all the way to the end. It reminded me very much of something churned out for the home video market in the 1980's. I would have given it a one, but there were brief moments when you could see the actors really really straining to make this worthwhile. I think the worst thing was the underwater scene's held off of the dock. The underwater lighting seemed to come from no were, and whenever someone we were supposed to care about was close to running out of air, this air tank would kind of appear. I would avoid this, unless there is nothing else on the shelf. Good Day.",negative
"John Carpenter shows how much he loves the 1951 original by giving it the utmost respect that he possibly could, the only difference here is that Carpenter chooses to stick to the paranoiac core of John W Campbell Jr's short story. The secret to this version's success is the unbearable tension that builds up as the group of men become suspicious of each other, the strain of literally waiting to be taken over takes a fearful hold. Carpenter manages to deliver the shocks as well as the mystery needed to keep the film heading in the right direction. Be it an horrific scene or a ""what is in the shadow"" sequence, the film to me is a perfect fusion of horror and sci-fi. The dialogue is spot on for a group of men trying to keep it together under duress, and Carpenter's score is a wonderful eerie pulse beat that further racks up the sense of doom and paranoia seaming thru the film. The cast are superb, a solid assembly of actors led by Carpenter fave Kurt Russell, whilst the effects used give the right amount of impact needed. But most of all it's the ending that is the crowning glory, an ending that doesn't pander to the norm and is incredibly fitting for what has gone on before it, lets wait and see what happens indeed, 10/10.",positive
"Red Skelton was still another major star who made the transition from movies to television with ease.<br /><br />His shows certainly brought a laughter to the American households of years back.<br /><br />He would begin the show with an opening monologue. Afterwards, we would have a variety of characters. Remember Gertrude and Heathcliff in the monologue? How can we ever forget San Fernando Red? I remember one episode where as a king Red introduced his queen by referring to her as your fatness.<br /><br />Go know that Red would use his comedic talents to really hide from his tragic life. He lost a son to leukemia at age 11 or so. His wife, Georgia, died by suicide.",positive
"We now travel to a parallel universe where the appearance of giant prehistoric monsters flattening cities are part of the daily routine. It's the world of Godzilla, Rodan, Mothra Ghidrah and their kind - a strange world, and one made even stranger by the appearance of an unidentified flying turtle called Gamera.<br /><br />Forever in the shadow of the monolithic Toho Studios, second rung Daiei Studios were more famous for samurai sagas than monster movies. In the mid 60s they decided to join the giant reptile race and designed a rival monster series to Toho's mammothly successful Godzilla. They wisely chose Gamera as their flagship - a giant turtle that shoots flames from between its snaggle-teeth, and spins through the air by shooting flames through its shell's feet-holes (and at one point you almost see the paper mache shell catch fire!).<br /><br />The first Gamera film ""Gamera The Invincible"" (as it was sold to the US) is a virtual mirror of the first Godzilla film, only 10 years behind. American fighters chase an unmarked plane over the Arctic to its fiery demise - the nuclear bomb on board ignites and awakens the giant Gamera from its icy slumber. Feeding off atomic energy, it immediately goes on a rampage, and the world wants to destroy Gamera once and for all, but a little Japanese boy named Kenny, who has a psychic connection with the giant turtle and even keeps a miniature version in an aquarium by his bedside, believes Gamera is essentially kind and benevolent. He's like a little Jewish kid with a pinup of Hitler. ""Gamera is a GOOD turtle,"" he pleads, then sulks, and puts on a face like someone's pooped in his coco pops. Miraculously the world's leaders listen to him, and so begins Z-Plan to save the world AND Gamera from complete destruction.<br /><br />Released in 1965, Gamera was a surprising hit. The annoying infantile anthropomorphism actually worked on kiddie audiences in both Japan and the US, and the sight of Gamera on two feet stomping miniatures of Tokyo and the North Pole is gloriously chintzy. Most surprising of all is the longevity of the series: eight original Gamera films, plus a slew of recent remakes. Not bad for a mutant reptile whose only friend is mewing eight year old milquetoast - and if I hear ""Gamera is friends to ALL children"" one more time I'M going to crush Tokyo. Which appears to be an easy task in the parallel universe where children are smart and turtles are bigger than a Seiko billboard in the 1965 turtle-fest Gamera.",negative
"""The Planet"" is an astounding piece of film making. For a mere £8000 Stirton Production have turned out one of the most original sci-fi films for a long time.<br /><br />Starring the physically intimidating Mike Mitchell, the film is a mix of great special effects, strong storytelling and well planned action. From the opening space battle, to the pounding finale, everything about this film appears well above it's budget.<br /><br />To start with the special effects, while certainly not ""Revenge Of The Sith"" standard, they are on level, if not above, the likes of Babylon 5 and Farscape. And for a snip of a price as well. The detail and the movement is superb, and captures the imagination from the off. The design of everything, ships, weapons, entities is second to none. The imagination and creativity involved is a real surprise for a film of this budget.<br /><br />Another surprise was the strength of the story, and the arc it takes. There are a few twists and turn, most of which are well written into the script, surprising and well played out. I was surprised that, two years in the making and first imagined 15 years ago, how relevant some aspects of the story are to today's society. With the happenings around the world, there may be a certain resonance with the lengths the mercenaries are forced to go to in order to survive.<br /><br />Even the sounds effects are spot on, as is the atmospheric music. The use of light and costume add further to the professional look. Balmedie Beach in Aberdeen looks a desolate and lonely place.<br /><br />In all honesty this film looks 10, if not 100, times the budget spent, and that's testament to a creative, hard working team of people, from the director, to the cast, to the effects via the producer and sound team. Wonderful effort, I recommend you get your hand on a copy ASAP",positive
"First off, I'd like to say that the user comments alone left me with tears in my eyes from laughing. One comment that bad SF movies become good comedies is right on the mark. MST3000 made it's living off that.<br /><br />If you look at THE ANGRY RED PLANET as the fever dream of a 10 year old comic book reader from 1959, you'll have the handle on this sucker. All the elements are there: the pseudoscience, occasionally logical, more often hilariously infantile. The adolescent boy attitude toward sex, with the ""gigolo"" captain (good call on that one, guys!) making eyes at the buxom ""scientist"" with hair so red it's a wonder it doesn't set off the fire alarms. The ridiculous conception of Mars as a planet so alien that everything glows red, yet one alien monster has a mouse face, and the blob alien has an eye that rotates like a kid's toy. The comic relief, an overweight astronaut (!) who sounds like he never finished the 8th grade in Brooklyn and has a psychotic fixation on his ray gun. And of course, the mere fact that alien = dangerously evil. If these people had met E.T., they would have roasted him in two seconds flat! ""OW"" indeed!<br /><br />Don't get me wrong. I rated this movie low. Still, it's never boring (except when the scientist tries to explain everything - only to make it all sound more and more ridiculous), and you have to admit, in your little kid core, it makes you jump a few times. <br /><br />Okay, then don't admit it. I guess you were never 10.",negative
"Blind Date (Columbia Pictures, 1934), was a decent film, but I have a few issues with this film. First of all, I don't fault the actors in this film at all, but more or less, I have a problem with the script. Also, I understand that this film was made in the 1930's and people were looking to escape reality, but the script made Ann Sothern's character look weak. She kept going back and forth between suitors and I felt as though she should have stayed with Paul Kelly's character in the end. He truly did care about her and her family and would have done anything for her and he did by giving her up in the end to fickle Neil Hamilton who in my opinion was only out for a good time. Paul Kelly's character, although a workaholic was a man of integrity and truly loved Kitty (Ann Sothern) as opposed to Neil Hamilton, while he did like her a lot, I didn't see the depth of love that he had for her character. The production values were great, but the script could have used a little work.",negative
"remember back when this movie was made by robert downey senior. a very good entertaining black awareness feature, which, was an underground hit in california-los angeles, and new york at the time. a hippy loved classic where, changes which occur in the business world are striking, refreshing and interesting comedy.non compliant, not like basic society at the time of 1969 now watched, is still very good,but today's life in america totally diferent from 69. good for the baby boomers.",positive
"The tourist season has just ended on a remote island off the coast of Scotland, winter is beginning to set in and the inhabitants, both humans and sheep alike are settling down to much quieter times ahead. Michael Gaffikin (James Warwick) a former paratrooper in the British Army, is the local dentist, he's not an islander by birth and as such his relationship with local artist and cartographer Fiona Patterson (Celia Imrie) is always being viewed with a little suspicion, not maliciously, but just out of the protective instincts the tight knit community have for their kin. The islands serenity is broken when Gaffikin out for a solitary round of golf finds the headless remains of a brutally slain woman. He immediately reports his gruesome find to Insp Inskip(Maurice Roëves) at the islands police station, Inskip arranges for delivery of the remains to local GP, Dr Goudry, for closer inspection. A quick search for the killer proves fruitless, as does a search for a missing local woman. Over dinner that night with Michael Gaffikin, Fiona realises that the dead woman might be Sheila Anderson, a woman from the mainland, who lives on the island through the winter months. A quick search at her home Dove Cottage reveals the missing remains of her body, her home proving to be the murder scene, but why did the killer drag her torso over a mile into the woods? Suspicion immediately falls on the one stranger left on the island, one Colonel Howard (Jonathan Newth)who also happened be the last person to see her alive as they came across on the last ferry together.<br /><br />Goudry asks Gaffikin for some dental expertise on the victims body, it reveals that she had been torn apart my somebody or something with great strength, one set of teeth marks on the body seem to point at a human killer, another points to that of an unknown animal of some kind. A sheep is found mutilated and then a Canadian ornithologist is found slain. With a heavy fog rolling in, the island is cut off from the mainland and any possibility of help, the radio also doesn't work, seemingly being blocked and the phone lines have been cut. Reports of UFO's and the sighting of a camouflaged soldier are compounded by the finding of an odd looking craft hidden behind rocks on the beach. Inskip is confused and refuses to listen to anything but the facts and laughs off Gaffikin's idea that aliens might be involved, but a rise in radioactive levels on the island, has him doubting himself.<br /><br />The Nightmare Man is based on the novel, Child of the Vodyanoi by David Wiltshire, it is here adapted by Dr Who and Blake's 7 scriptwriter Robert Holmes and directed by Douglas Camfield who also had directing experience on both Sci/Fi classics and the film benefits from having such experienced genre experts on board. The Nightmare Man though is on the whole, a succinctly better crafted piece, that builds its plot alongside solid character development, even down to the minor characters, time is given to giving them all a firm background. The island setting is perhaps a genre cliché that has been used over and over, but its one that I enjoy very much, the remoteness, the sense of being under siege with no way out always add to the atmosphere and here it is given an extra oomph by having an impenetrable fog close in to hamper all efforts. In many genre efforts of this kind it is very easy for proceedings to get silly and for the plot to resort to melodrama, but credit to Camfield, he holds it all together with the emphasis being on believability at all times. There is an authenticity about proceedings, the characters even speaking Gaelic at times to further this point. If there is one negative about the killer its that, we are given his/her/its POV for the killings, an acceptable cliché on its own, but when seen through a red filter and a fish eye lens, it just screams of overkill and dates the film just a little. Still though you will be hard pressed to guess the outcome or the identity or for that matter the species of the killer, given the clues presented, but it's a fun and very well acted piece. The local Scottish cast are exceptional, the local bobbies Roeves and Cosmo in particular spar well off each other and are a delight to behold. Imrie, never one i've taken to in other works, is also pretty good and displays hew womanly physique as if she were in a Hammer production. The outlandish, maybe even preposterous ending may irk some viewers, it disappointed me in some ways, but taking into account when it was made, its an understandable and acceptable addendum that if you think about it, is even more terrifying.",positive
"A spoiler.<br /><br />What three words can guarantee you a terrible film? Cheap Canadian Production. THE BRAIN fits those words perfectly. Terrible script, idiotic acting and hilarious special effects make this a must for every BAD movie fan. The horror is hilarious. The post production team looks like it gave up. What makes THE BRAIN admirable is in the second half, it actually tries to be good! Can a bit of ingenuity and consistency save what is already a joke?<br /><br />It's around Christmas time. A mother and daughter are murdered by one of the funniest looking villains ever. The day later, a rebel teen gets into enough trouble that he is sent for a psychiatric analysis.<br /><br />If a cop 's head is chopped off and a stranger with blood on him and a bloody axe told you some kids did it, who would you believe? What begins as funny turns dull and tiring toward the end when THE BRAIN tries to be serious. A child cannot be frightened by the scary moments. THE BRAIN is too funny a concept to try and be gritty. The Psychological Research Institute is larger than major manufacturing plants! Our ugly villain and its cohorts get credit for pulling some of the worst acting I have seen. Viewer discretion advised heavily.",negative
"This movie is NOT the same as the 1954 version with Judy Garland and James Mason, and that is a shame because the 1954 version is, in my opinion, much better. I am not denying Barbra Streisand's talent at all. She is a good actress and brilliant singer. I am not acquainted with Kris Kristofferson's other work and therefore I can't pass judgment on it. However, this movie leaves much to be desired. It is paced slowly, it has gratuitous nudity and foul language, and can be very difficult to sit through.<br /><br />However, I am not a big fan of rock music, so it's only natural that I would like the Judy Garland version better. See the 1976 film with Barbra and Kris, and judge for yourself.",negative
